country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Ukraine,4300000,,,,,2890000,,,,,3360000,,,,,4240000,,,,,4120000,,,,,3910000,,,,,3390000,,,,,3640000,,,,,3700000,,,,,3820000,,,,,3460000,,,,,2720000,,,,,2130000,,,,,1950000,,,,,2360000,,,,,2400000,,,,,2280000,,,,,2090000,,,,,1890000,,,,,1790000,,,,,1810000,,,,,1870000,,,,,1860000,,,,,1770000,,,,,1660000,,,,,1580000,,,,,1560000,,,,,1570000,,,,,1570000,,,,,1520000,,,,,1460000
United Arab Emirates,7980,,,,,9120,,,,,10700,,,,,16400,,,,,20700,,,,,38500,,,,,59700,,,,,100000,,,,,148000,,,,,203000,,,,,266000,,,,,272000,,,,,327000,,,,,353000,,,,,443000,,,,,480000,,,,,445000,,,,,437000,,,,,462000,,,,,499000,,,,,524000,,,,,532000,,,,,534000,,,,,545000,,,,,562000,,,,,580000,,,,,594000,,,,,603000,,,,,608000,,,,,614000,,,,,622000
United Kingdom,3360000,,,,,3620000,,,,,4270000,,,,,3770000,,,,,4060000,,,,,4710000,,,,,4580000,,,,,3850000,,,,,3400000,,,,,3630000,,,,,3860000,,,,,3830000,,,,,3680000,,,,,3530000,,,,,3940000,,,,,4080000,,,,,4100000,,,,,4060000,,,,,3940000,,,,,3910000,,,,,4000000,,,,,4120000,,,,,4170000,,,,,4150000,,,,,4090000,,,,,4060000,,,,,4070000,,,,,4110000,,,,,4120000,,,,,4110000,,,,,4060000
United States,11600000,,,,,14000000,,,,,17300000,,,,,19400000,,,,,21000000,,,,,20500000,,,,,18700000,,,,,17400000,,,,,17400000,,,,,18900000,,,,,20700000,,,,,21600000,,,,,20800000,,,,,20700000,,,,,21000000,,,,,20000000,,,,,21000000,,,,,21800000,,,,,22200000,,,,,22300000,,,,,22300000,,,,,22400000,,,,,22700000,,,,,23200000,,,,,23500000,,,,,23600000,,,,,23600000,,,,,23600000,,,,,23700000,,,,,23900000,,,,,24000000
Uruguay,200000,,,,,204000,,,,,220000,,,,,231000,,,,,251000,,,,,258000,,,,,241000,,,,,264000,,,,,278000,,,,,257000,,,,,266000,,,,,271000,,,,,260000,,,,,250000,,,,,243000,,,,,238000,,,,,234000,,,,,230000,,,,,223000,,,,,216000,,,,,208000,,,,,202000,,,,,196000,,,,,191000,,,,,186000,,,,,180000,,,,,175000,,,,,170000,,,,,165000,,,,,161000,,,,,157000
Uzbekistan,694000,,,,,566000,,,,,701000,,,,,1140000,,,,,1600000,,,,,1900000,,,,,1930000,,,,,2110000,,,,,2360000,,,,,2730000,,,,,3150000,,,,,3240000,,,,,2820000,,,,,2550000,,,,,2930000,,,,,3180000,,,,,3130000,,,,,2900000,,,,,2700000,,,,,2640000,,,,,2660000,,,,,2650000,,,,,2550000,,,,,2420000,,,,,2300000,,,,,2250000,,,,,2210000,,,,,2170000,,,,,2110000,,,,,2030000,,,,,1960000
Vanuatu,5960,,,,,6950,,,,,8030,,,,,9330,,,,,11000,,,,,13200,,,,,14900,,,,,16500,,,,,18700,,,,,21900,,,,,22900,,,,,25300,,,,,27500,,,,,28400,,,,,33200,,,,,33900,,,,,35700,,,,,37000,,,,,38400,,,,,39800,,,,,40900,,,,,41800,,,,,42500,,,,,42800,,,,,42900,,,,,42900,,,,,42800,,,,,42400,,,,,41900,,,,,41300,,,,,40700
Venezuela,667000,,,,,821000,,,,,996000,,,,,1200000,,,,,1490000,,,,,1850000,,,,,1980000,,,,,2020000,,,,,2270000,,,,,2500000,,,,,2750000,,,,,2790000,,,,,2810000,,,,,2870000,,,,,2930000,,,,,2960000,,,,,2940000,,,,,2890000,,,,,2830000,,,,,2770000,,,,,2700000,,,,,2630000,,,,,2560000,,,,,2490000,,,,,2420000,,,,,2350000,,,,,2290000,,,,,2230000,,,,,2180000,,,,,2120000,,,,,2070000
Vietnam,2380000,,,,,2390000,,,,,2860000,,,,,4330000,,,,,5550000,,,,,6240000,,,,,6750000,,,,,7370000,,,,,7770000,,,,,8450000,,,,,9050000,,,,,9000000,,,,,7010000,,,,,6620000,,,,,7200000,,,,,7680000,,,,,7580000,,,,,7430000,,,,,6830000,,,,,6360000,,,,,6310000,,,,,6470000,,,,,6540000,,,,,6420000,,,,,6160000,,,,,5900000,,,,,5770000,,,,,5770000,,,,,5780000,,,,,5720000,,,,,5570000
Yemen,505000,,,,,569000,,,,,657000,,,,,662000,,,,,723000,,,,,840000,,,,,1050000,,,,,1250000,,,,,1610000,,,,,2050000,,,,,2530000,,,,,2970000,,,,,3050000,,,,,3280000,,,,,3600000,,,,,3940000,,,,,4100000,,,,,4170000,,,,,4200000,,,,,4200000,,,,,4180000,,,,,4120000,,,,,4020000,,,,,3860000,,,,,3700000,,,,,3540000,,,,,3390000,,,,,3260000,,,,,3140000,,,,,3040000,,,,,2930000
Zambia,280000,,,,,319000,,,,,367000,,,,,424000,,,,,514000,,,,,628000,,,,,744000,,,,,902000,,,,,1060000,,,,,1200000,,,,,1360000,,,,,1560000,,,,,1840000,,,,,2140000,,,,,2390000,,,,,2680000,,,,,3030000,,,,,3410000,,,,,3790000,,,,,4160000,,,,,4520000,,,,,4900000,,,,,5290000,,,,,5680000,,,,,6030000,,,,,6370000,,,,,6690000,,,,,7000000,,,,,7290000,,,,,7540000,,,,,7750000
Zimbabwe,322000,,,,,379000,,,,,398000,,,,,561000,,,,,668000,,,,,802000,,,,,943000,,,,,1140000,,,,,1380000,,,,,1590000,,,,,1670000,,,,,1700000,,,,,1730000,,,,,1860000,,,,,2150000,,,,,2450000,,,,,2480000,,,,,2500000,,,,,2570000,,,,,2670000,,,,,2750000,,,,,2790000,,,,,2780000,,,,,2740000,,,,,2700000,,,,,2670000,,,,,2630000,,,,,2590000,,,,,2530000,,,,,2470000,,,,,2410000
