country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Fiji,31000,,,,,36100,,,,,45700,,,,,56600,,,,,66400,,,,,77100,,,,,87100,,,,,98800,,,,,108000,,,,,124000,,,,,144000,,,,,178000,,,,,186000,,,,,195000,,,,,204000,,,,,216000,,,,,225000,,,,,236000,,,,,236000,,,,,234000,,,,,242000,,,,,248000,,,,,253000,,,,,253000,,,,,245000,,,,,237000,,,,,232000,,,,,227000,,,,,221000,,,,,213000,,,,,205000
Finland,902000,,,,,989000,,,,,1020000,,,,,1050000,,,,,1060000,,,,,1060000,,,,,1100000,,,,,1130000,,,,,1280000,,,,,1420000,,,,,1510000,,,,,1570000,,,,,1490000,,,,,1410000,,,,,1380000,,,,,1360000,,,,,1370000,,,,,1430000,,,,,1420000,,,,,1400000,,,,,1400000,,,,,1380000,,,,,1400000,,,,,1420000,,,,,1420000,,,,,1410000,,,,,1400000,,,,,1390000,,,,,1390000,,,,,1390000,,,,,1390000
France,11000000,,,,,11400000,,,,,10500000,,,,,11100000,,,,,11400000,,,,,11800000,,,,,12800000,,,,,12200000,,,,,13300000,,,,,14300000,,,,,15500000,,,,,16900000,,,,,17000000,,,,,17100000,,,,,16900000,,,,,16600000,,,,,16200000,,,,,15800000,,,,,15900000,,,,,16000000,,,,,16200000,,,,,16500000,,,,,16600000,,,,,16400000,,,,,16300000,,,,,16300000,,,,,16400000,,,,,16500000,,,,,16500000,,,,,16400000,,,,,16200000
Gabon,104000,,,,,105000,,,,,106000,,,,,108000,,,,,119000,,,,,128000,,,,,135000,,,,,141000,,,,,146000,,,,,152000,,,,,164000,,,,,186000,,,,,230000,,,,,298000,,,,,370000,,,,,449000,,,,,525000,,,,,587000,,,,,634000,,,,,674000,,,,,729000,,,,,815000,,,,,907000,,,,,988000,,,,,1050000,,,,,1080000,,,,,1110000,,,,,1150000,,,,,1190000,,,,,1220000,,,,,1240000
Gambia,41000,,,,,46400,,,,,52400,,,,,56800,,,,,59900,,,,,64100,,,,,67000,,,,,79500,,,,,91800,,,,,111000,,,,,129000,,,,,155000,,,,,192000,,,,,226000,,,,,276000,,,,,333000,,,,,395000,,,,,473000,,,,,562000,,,,,670000,,,,,798000,,,,,941000,,,,,1090000,,,,,1230000,,,,,1360000,,,,,1480000,,,,,1590000,,,,,1690000,,,,,1760000,,,,,1820000,,,,,1860000
Georgia,698000,,,,,765000,,,,,775000,,,,,818000,,,,,978000,,,,,1080000,,,,,1270000,,,,,1260000,,,,,1190000,,,,,1100000,,,,,1060000,,,,,1130000,,,,,1130000,,,,,1070000,,,,,1030000,,,,,991000,,,,,995000,,,,,979000,,,,,915000,,,,,832000,,,,,779000,,,,,767000,,,,,778000,,,,,787000,,,,,748000,,,,,684000,,,,,647000,,,,,635000,,,,,632000,,,,,620000,,,,,594000
Germany,19900000,,,,,20600000,,,,,19000000,,,,,18200000,,,,,17600000,,,,,17500000,,,,,20200000,,,,,20700000,,,,,20800000,,,,,21600000,,,,,21800000,,,,,23500000,,,,,25200000,,,,,24900000,,,,,23700000,,,,,22100000,,,,,21000000,,,,,21000000,,,,,21000000,,,,,20200000,,,,,18900000,,,,,18000000,,,,,17600000,,,,,17700000,,,,,17800000,,,,,17600000,,,,,17200000,,,,,16700000,,,,,16300000,,,,,16100000,,,,,16000000
Ghana,637000,,,,,742000,,,,,874000,,,,,1010000,,,,,1110000,,,,,1260000,,,,,1380000,,,,,1630000,,,,,1910000,,,,,2170000,,,,,2490000,,,,,2900000,,,,,3430000,,,,,4110000,,,,,4860000,,,,,5730000,,,,,6620000,,,,,7550000,,,,,8510000,,,,,9440000,,,,,10500000,,,,,11800000,,,,,12900000,,,,,14000000,,,,,14900000,,,,,15700000,,,,,16500000,,,,,17300000,,,,,18100000,,,,,18700000,,,,,19200000
Greece,1540000,,,,,1700000,,,,,1790000,,,,,1870000,,,,,2040000,,,,,2160000,,,,,2420000,,,,,2480000,,,,,2490000,,,,,2580000,,,,,2760000,,,,,2980000,,,,,3160000,,,,,3300000,,,,,3380000,,,,,3370000,,,,,3120000,,,,,2850000,,,,,2580000,,,,,2380000,,,,,2360000,,,,,2310000,,,,,2200000,,,,,2060000,,,,,1890000,,,,,1790000,,,,,1760000,,,,,1760000,,,,,1740000,,,,,1690000,,,,,1620000
Grenada,10800,,,,,11500,,,,,11800,,,,,12200,,,,,12500,,,,,12300,,,,,11900,,,,,12000,,,,,12200,,,,,13000,,,,,14400,,,,,17400,,,,,18800,,,,,20000,,,,,21500,,,,,23900,,,,,29000,,,,,31600,,,,,32200,,,,,30200,,,,,27400,,,,,26600,,,,,26500,,,,,26400,,,,,24800,,,,,22400,,,,,20200,,,,,18700,,,,,17900,,,,,17200,,,,,16000
Guatemala,408000,,,,,464000,,,,,528000,,,,,619000,,,,,741000,,,,,856000,,,,,949000,,,,,1020000,,,,,1090000,,,,,1230000,,,,,1400000,,,,,1620000,,,,,1910000,,,,,2260000,,,,,2760000,,,,,3380000,,,,,4060000,,,,,4820000,,,,,5550000,,,,,6220000,,,,,6710000,,,,,7050000,,,,,7310000,,,,,7490000,,,,,7710000,,,,,7860000,,,,,7910000,,,,,7880000,,,,,7810000,,,,,7720000,,,,,7610000
Guinea,493000,,,,,530000,,,,,576000,,,,,624000,,,,,671000,,,,,674000,,,,,670000,,,,,723000,,,,,819000,,,,,1070000,,,,,1200000,,,,,1310000,,,,,1450000,,,,,1600000,,,,,1840000,,,,,2180000,,,,,2600000,,,,,3110000,,,,,3680000,,,,,4320000,,,,,5020000,,,,,5760000,,,,,6530000,,,,,7300000,,,,,8050000,,,,,8790000,,,,,9490000,,,,,10100000,,,,,10700000,,,,,11300000,,,,,11700000
Guinea-Bissau,83100,,,,,95900,,,,,107000,,,,,116000,,,,,122000,,,,,123000,,,,,103000,,,,,112000,,,,,125000,,,,,149000,,,,,159000,,,,,176000,,,,,196000,,,,,225000,,,,,268000,,,,,328000,,,,,399000,,,,,473000,,,,,545000,,,,,614000,,,,,693000,,,,,785000,,,,,884000,,,,,979000,,,,,1060000,,,,,1130000,,,,,1210000,,,,,1280000,,,,,1350000,,,,,1410000,,,,,1470000
Guyana,66800,,,,,73600,,,,,80400,,,,,85700,,,,,91200,,,,,93800,,,,,97600,,,,,92700,,,,,98400,,,,,112000,,,,,119000,,,,,142000,,,,,150000,,,,,165000,,,,,175000,,,,,177000,,,,,170000,,,,,185000,,,,,201000,,,,,215000,,,,,227000,,,,,219000,,,,,210000,,,,,204000,,,,,202000,,,,,195000,,,,,186000,,,,,176000,,,,,167000,,,,,159000,,,,,151000
Haiti,503000,,,,,574000,,,,,628000,,,,,665000,,,,,700000,,,,,746000,,,,,816000,,,,,896000,,,,,956000,,,,,1060000,,,,,1180000,,,,,1330000,,,,,1530000,,,,,1690000,,,,,1930000,,,,,2270000,,,,,2630000,,,,,2980000,,,,,3250000,,,,,3390000,,,,,3500000,,,,,3590000,,,,,3650000,,,,,3680000,,,,,3670000,,,,,3640000,,,,,3590000,,,,,3520000,,,,,3440000,,,,,3350000,,,,,3260000
Honduras,223000,,,,,245000,,,,,260000,,,,,292000,,,,,327000,,,,,369000,,,,,419000,,,,,466000,,,,,535000,,,,,642000,,,,,784000,,,,,963000,,,,,1190000,,,,,1430000,,,,,1730000,,,,,2080000,,,,,2440000,,,,,2810000,,,,,3150000,,,,,3420000,,,,,3590000,,,,,3640000,,,,,3640000,,,,,3610000,,,,,3600000,,,,,3600000,,,,,3540000,,,,,3450000,,,,,3350000,,,,,3250000,,,,,3160000
Hungary,2350000,,,,,2580000,,,,,2380000,,,,,2540000,,,,,2590000,,,,,2560000,,,,,2730000,,,,,2620000,,,,,2600000,,,,,2760000,,,,,2870000,,,,,2760000,,,,,2780000,,,,,2710000,,,,,2780000,,,,,2820000,,,,,2750000,,,,,2610000,,,,,2350000,,,,,2210000,,,,,2110000,,,,,1950000,,,,,1890000,,,,,1830000,,,,,1770000,,,,,1720000,,,,,1660000,,,,,1610000,,,,,1560000,,,,,1530000,,,,,1490000
Iceland,29100,,,,,31100,,,,,33600,,,,,36400,,,,,39300,,,,,41500,,,,,42400,,,,,44900,,,,,50200,,,,,57600,,,,,67900,,,,,77300,,,,,83500,,,,,84500,,,,,85100,,,,,87000,,,,,89700,,,,,94500,,,,,95700,,,,,94700,,,,,95800,,,,,93900,,,,,94500,,,,,95100,,,,,93300,,,,,91500,,,,,89900,,,,,88500,,,,,87400,,,,,86300,,,,,85100
India,61300000,,,,,66700000,,,,,71900000,,,,,78600000,,,,,86500000,,,,,97000000,,,,,109000000,,,,,121000000,,,,,134000000,,,,,156000000,,,,,181000000,,,,,210000000,,,,,240000000,,,,,267000000,,,,,297000000,,,,,331000000,,,,,366000000,,,,,397000000,,,,,424000000,,,,,443000000,,,,,454000000,,,,,456000000,,,,,454000000,,,,,449000000,,,,,442000000,,,,,437000000,,,,,427000000,,,,,415000000,,,,,401000000,,,,,389000000,,,,,378000000
Indonesia,10400000,,,,,11900000,,,,,13300000,,,,,14800000,,,,,16700000,,,,,19200000,,,,,22300000,,,,,25100000,,,,,27300000,,,,,30700000,,,,,36000000,,,,,42700000,,,,,50900000,,,,,59100000,,,,,65600000,,,,,71300000,,,,,75000000,,,,,77600000,,,,,79500000,,,,,81400000,,,,,83300000,,,,,85600000,,,,,86800000,,,,,86400000,,,,,85600000,,,,,83900000,,,,,82500000,,,,,81300000,,,,,80000000,,,,,78400000,,,,,76500000
Iran,2770000,,,,,2910000,,,,,3160000,,,,,3680000,,,,,4230000,,,,,4890000,,,,,5500000,,,,,5910000,,,,,6670000,,,,,7720000,,,,,9580000,,,,,12100000,,,,,14400000,,,,,16400000,,,,,19800000,,,,,24800000,,,,,29300000,,,,,31100000,,,,,29600000,,,,,25900000,,,,,23100000,,,,,22900000,,,,,23700000,,,,,23500000,,,,,21700000,,,,,19200000,,,,,17600000,,,,,17200000,,,,,17400000,,,,,17300000,,,,,16600000
Iraq,1090000,,,,,1200000,,,,,1290000,,,,,1340000,,,,,1390000,,,,,1500000,,,,,1640000,,,,,1820000,,,,,1930000,,,,,2340000,,,,,2680000,,,,,3120000,,,,,3960000,,,,,4990000,,,,,6290000,,,,,7620000,,,,,8880000,,,,,10200000,,,,,11700000,,,,,13300000,,,,,15100000,,,,,17200000,,,,,19400000,,,,,21700000,,,,,23900000,,,,,26000000,,,,,28200000,,,,,30400000,,,,,32600000,,,,,34700000,,,,,36600000
Ireland,624000,,,,,654000,,,,,638000,,,,,633000,,,,,607000,,,,,580000,,,,,593000,,,,,618000,,,,,706000,,,,,812000,,,,,919000,,,,,1050000,,,,,1160000,,,,,1240000,,,,,1360000,,,,,1430000,,,,,1420000,,,,,1330000,,,,,1250000,,,,,1230000,,,,,1310000,,,,,1430000,,,,,1490000,,,,,1480000,,,,,1420000,,,,,1370000,,,,,1380000,,,,,1420000,,,,,1450000,,,,,1460000,,,,,1440000
Israel,252000,,,,,378000,,,,,443000,,,,,527000,,,,,559000,,,,,599000,,,,,648000,,,,,672000,,,,,790000,,,,,1050000,,,,,1260000,,,,,1430000,,,,,1570000,,,,,1680000,,,,,1860000,,,,,2030000,,,,,2180000,,,,,2270000,,,,,2380000,,,,,2520000,,,,,2720000,,,,,2990000,,,,,3200000,,,,,3350000,,,,,3450000,,,,,3500000,,,,,3590000,,,,,3720000,,,,,3830000,,,,,3900000,,,,,3930000
Italy,10500000,,,,,11700000,,,,,11600000,,,,,12300000,,,,,12700000,,,,,13000000,,,,,14300000,,,,,14200000,,,,,14500000,,,,,14800000,,,,,15100000,,,,,16500000,,,,,17500000,,,,,18300000,,,,,18100000,,,,,16700000,,,,,15100000,,,,,13600000,,,,,12700000,,,,,12500000,,,,,12500000,,,,,12300000,,,,,12100000,,,,,11700000,,,,,11300000,,,,,11100000,,,,,11000000,,,,,11000000,,,,,10900000,,,,,10700000,,,,,10500000
Jamaica,241000,,,,,277000,,,,,276000,,,,,276000,,,,,282000,,,,,293000,,,,,291000,,,,,309000,,,,,334000,,,,,376000,,,,,442000,,,,,530000,,,,,591000,,,,,633000,,,,,660000,,,,,686000,,,,,724000,,,,,763000,,,,,795000,,,,,770000,,,,,710000,,,,,631000,,,,,582000,,,,,557000,,,,,531000,,,,,505000,,,,,445000,,,,,393000,,,,,354000,,,,,327000,,,,,304000
Japan,14500000,,,,,16200000,,,,,17600000,,,,,19500000,,,,,22600000,,,,,25900000,,,,,29300000,,,,,32400000,,,,,35700000,,,,,36700000,,,,,36300000,,,,,35200000,,,,,33500000,,,,,34400000,,,,,35000000,,,,,34400000,,,,,32500000,,,,,28700000,,,,,26400000,,,,,24600000,,,,,23600000,,,,,23000000,,,,,22200000,,,,,21500000,,,,,20700000,,,,,20100000,,,,,19500000,,,,,19200000,,,,,18800000,,,,,18500000,,,,,18100000
Jordan,66500,,,,,85800,,,,,113000,,,,,138000,,,,,205000,,,,,252000,,,,,285000,,,,,335000,,,,,390000,,,,,528000,,,,,604000,,,,,746000,,,,,1070000,,,,,1530000,,,,,1870000,,,,,2120000,,,,,2330000,,,,,2530000,,,,,2780000,,,,,2990000,,,,,3260000,,,,,3560000,,,,,3810000,,,,,4010000,,,,,4130000,,,,,4190000,,,,,4250000,,,,,4310000,,,,,4350000,,,,,4330000,,,,,4270000
Kazakhstan,1230000,,,,,1470000,,,,,1640000,,,,,1800000,,,,,2180000,,,,,2340000,,,,,2910000,,,,,2880000,,,,,2930000,,,,,3150000,,,,,3070000,,,,,3570000,,,,,3870000,,,,,4170000,,,,,4340000,,,,,4480000,,,,,5050000,,,,,5360000,,,,,5240000,,,,,5010000,,,,,4990000,,,,,5490000,,,,,6150000,,,,,6630000,,,,,6580000,,,,,6210000,,,,,6100000,,,,,6230000,,,,,6440000,,,,,6550000,,,,,6480000
Kenya,974000,,,,,1040000,,,,,1120000,,,,,1220000,,,,,1360000,,,,,1550000,,,,,1740000,,,,,1920000,,,,,2250000,,,,,2740000,,,,,3250000,,,,,3860000,,,,,4650000,,,,,5840000,,,,,7470000,,,,,9470000,,,,,11600000,,,,,13500000,,,,,15500000,,,,,17600000,,,,,20000000,,,,,22400000,,,,,24600000,,,,,26500000,,,,,28200000,,,,,30000000,,,,,31600000,,,,,32900000,,,,,34000000,,,,,34800000,,,,,35300000
Kiribati,4070,,,,,4200,,,,,4820,,,,,6400,,,,,7630,,,,,8590,,,,,9300,,,,,8550,,,,,10000,,,,,10800,,,,,12800,,,,,15100,,,,,18100,,,,,19800,,,,,21600,,,,,23500,,,,,26400,,,,,29800,,,,,33400,,,,,34500,,,,,37100,,,,,40400,,,,,43400,,,,,47800,,,,,49500,,,,,50600,,,,,51900,,,,,54000,,,,,56700,,,,,59400,,,,,61000
Kuwait,19000,,,,,24600,,,,,31800,,,,,49400,,,,,78500,,,,,112000,,,,,182000,,,,,241000,,,,,312000,,,,,266000,,,,,419000,,,,,442000,,,,,640000,,,,,1140000,,,,,1300000,,,,,1420000,,,,,1410000,,,,,1390000,,,,,1420000,,,,,1430000,,,,,1490000,,,,,1550000,,,,,1580000,,,,,1600000,,,,,1600000,,,,,1590000,,,,,1570000,,,,,1570000,,,,,1590000,,,,,1590000,,,,,1580000
Kyrgyz Republic,353000,,,,,369000,,,,,358000,,,,,379000,,,,,470000,,,,,535000,,,,,643000,,,,,625000,,,,,609000,,,,,639000,,,,,759000,,,,,932000,,,,,1070000,,,,,1170000,,,,,1240000,,,,,1310000,,,,,1530000,,,,,1700000,,,,,1780000,,,,,1760000,,,,,1730000,,,,,1880000,,,,,2060000,,,,,2230000,,,,,2260000,,,,,2170000,,,,,2140000,,,,,2170000,,,,,2220000,,,,,2240000,,,,,2200000
Lao,255000,,,,,290000,,,,,327000,,,,,363000,,,,,400000,,,,,436000,,,,,461000,,,,,482000,,,,,514000,,,,,576000,,,,,658000,,,,,773000,,,,,913000,,,,,1070000,,,,,1260000,,,,,1480000,,,,,1750000,,,,,2030000,,,,,2250000,,,,,2390000,,,,,2490000,,,,,2530000,,,,,2570000,,,,,2590000,,,,,2550000,,,,,2490000,,,,,2400000,,,,,2310000,,,,,2220000,,,,,2120000,,,,,2030000
Latvia,453000,,,,,483000,,,,,500000,,,,,517000,,,,,564000,,,,,594000,,,,,676000,,,,,685000,,,,,664000,,,,,633000,,,,,614000,,,,,604000,,,,,584000,,,,,560000,,,,,525000,,,,,500000,,,,,500000,,,,,474000,,,,,420000,,,,,374000,,,,,342000,,,,,329000,,,,,347000,,,,,348000,,,,,324000,,,,,300000,,,,,284000,,,,,278000,,,,,279000,,,,,280000,,,,,274000
Lebanon,235000,,,,,258000,,,,,273000,,,,,304000,,,,,339000,,,,,384000,,,,,401000,,,,,436000,,,,,456000,,,,,504000,,,,,579000,,,,,799000,,,,,948000,,,,,1220000,,,,,1330000,,,,,1380000,,,,,1470000,,,,,1610000,,,,,1690000,,,,,1640000,,,,,1460000,,,,,1290000,,,,,1160000,,,,,1140000,,,,,1180000,,,,,1190000,,,,,1150000,,,,,1060000,,,,,979000,,,,,938000,,,,,936000
Lesotho,111000,,,,,121000,,,,,127000,,,,,136000,,,,,143000,,,,,155000,,,,,168000,,,,,184000,,,,,197000,,,,,214000,,,,,232000,,,,,249000,,,,,260000,,,,,262000,,,,,292000,,,,,358000,,,,,443000,,,,,534000,,,,,620000,,,,,676000,,,,,722000,,,,,780000,,,,,836000,,,,,894000,,,,,940000,,,,,963000,,,,,975000,,,,,986000,,,,,997000,,,,,1000000,,,,,1000000
Liberia,129000,,,,,143000,,,,,160000,,,,,182000,,,,,205000,,,,,231000,,,,,264000,,,,,299000,,,,,274000,,,,,267000,,,,,369000,,,,,416000,,,,,517000,,,,,612000,,,,,727000,,,,,864000,,,,,1010000,,,,,1160000,,,,,1360000,,,,,1590000,,,,,1840000,,,,,2120000,,,,,2380000,,,,,2630000,,,,,2890000,,,,,3160000,,,,,3420000,,,,,3660000,,,,,3880000,,,,,4090000,,,,,4270000
Libya,173000,,,,,181000,,,,,206000,,,,,248000,,,,,297000,,,,,358000,,,,,421000,,,,,492000,,,,,562000,,,,,671000,,,,,735000,,,,,830000,,,,,1030000,,,,,1270000,,,,,1620000,,,,,1910000,,,,,2080000,,,,,2120000,,,,,2090000,,,,,2070000,,,,,2080000,,,,,2160000,,,,,2220000,,,,,2220000,,,,,2140000,,,,,2030000,,,,,1940000,,,,,1900000,,,,,1890000,,,,,1870000,,,,,1820000
Lithuania,586000,,,,,593000,,,,,568000,,,,,600000,,,,,658000,,,,,746000,,,,,851000,,,,,879000,,,,,871000,,,,,845000,,,,,851000,,,,,892000,,,,,888000,,,,,854000,,,,,792000,,,,,723000,,,,,699000,,,,,695000,,,,,676000,,,,,629000,,,,,574000,,,,,526000,,,,,513000,,,,,529000,,,,,531000,,,,,509000,,,,,482000,,,,,459000,,,,,448000,,,,,449000,,,,,450000
Luxembourg,81000,,,,,88000,,,,,85300,,,,,83800,,,,,84800,,,,,86900,,,,,92400,,,,,93600,,,,,96600,,,,,104000,,,,,115000,,,,,130000,,,,,149000,,,,,169000,,,,,175000,,,,,180000,,,,,181000,,,,,185000,,,,,192000,,,,,193000,,,,,196000,,,,,199000,,,,,204000,,,,,210000,,,,,216000,,,,,222000,,,,,224000,,,,,226000,,,,,228000,,,,,230000,,,,,232000
"Macedonia, FYR",192000,,,,,225000,,,,,229000,,,,,252000,,,,,287000,,,,,328000,,,,,389000,,,,,409000,,,,,428000,,,,,454000,,,,,493000,,,,,535000,,,,,568000,,,,,573000,,,,,582000,,,,,598000,,,,,609000,,,,,612000,,,,,585000,,,,,540000,,,,,489000,,,,,452000,,,,,437000,,,,,428000,,,,,421000,,,,,403000,,,,,382000,,,,,364000,,,,,352000,,,,,346000,,,,,340000
Madagascar,725000,,,,,769000,,,,,800000,,,,,844000,,,,,895000,,,,,998000,,,,,1110000,,,,,1210000,,,,,1330000,,,,,1560000,,,,,1870000,,,,,2280000,,,,,2760000,,,,,3290000,,,,,3930000,,,,,4640000,,,,,5470000,,,,,6480000,,,,,7710000,,,,,9040000,,,,,10400000,,,,,11700000,,,,,13000000,,,,,14500000,,,,,15900000,,,,,17400000,,,,,18800000,,,,,20000000,,,,,21200000,,,,,22400000,,,,,23500000
Malawi,356000,,,,,395000,,,,,460000,,,,,512000,,,,,579000,,,,,647000,,,,,726000,,,,,850000,,,,,1150000,,,,,1180000,,,,,1270000,,,,,1330000,,,,,1480000,,,,,1820000,,,,,2300000,,,,,2900000,,,,,3700000,,,,,4630000,,,,,5630000,,,,,6730000,,,,,7930000,,,,,9060000,,,,,10300000,,,,,11500000,,,,,12600000,,,,,13800000,,,,,14900000,,,,,15900000,,,,,16800000,,,,,17700000,,,,,18400000
Malaysia,883000,,,,,1010000,,,,,1150000,,,,,1300000,,,,,1430000,,,,,1620000,,,,,1920000,,,,,2180000,,,,,2690000,,,,,3410000,,,,,4250000,,,,,4970000,,,,,5700000,,,,,6360000,,,,,7090000,,,,,8180000,,,,,9560000,,,,,10800000,,,,,11700000,,,,,11800000,,,,,11300000,,,,,10900000,,,,,10800000,,,,,10900000,,,,,11100000,,,,,11100000,,,,,10700000,,,,,10300000,,,,,10000000,,,,,9860000,,,,,9810000
Maldives,9440,,,,,10600,,,,,12300,,,,,14500,,,,,16900,,,,,21100,,,,,25200,,,,,27700,,,,,28100,,,,,28600,,,,,33600,,,,,44300,,,,,59900,,,,,78100,,,,,93800,,,,,122000,,,,,159000,,,,,186000,,,,,194000,,,,,179000,,,,,155000,,,,,142000,,,,,143000,,,,,147000,,,,,144000,,,,,133000,,,,,123000,,,,,118000,,,,,118000,,,,,118000,,,,,115000
Mali,742000,,,,,822000,,,,,895000,,,,,931000,,,,,946000,,,,,956000,,,,,964000,,,,,1010000,,,,,1020000,,,,,1110000,,,,,1220000,,,,,1360000,,,,,1610000,,,,,1910000,,,,,2340000,,,,,2830000,,,,,3350000,,,,,3920000,,,,,4630000,,,,,5610000,,,,,6910000,,,,,8350000,,,,,9850000,,,,,11400000,,,,,12900000,,,,,14400000,,,,,16000000,,,,,17400000,,,,,18700000,,,,,19700000,,,,,20700000
Malta,61000,,,,,59800,,,,,56600,,,,,60900,,,,,62600,,,,,68300,,,,,74000,,,,,75600,,,,,88900,,,,,99800,,,,,111000,,,,,118000,,,,,113000,,,,,112000,,,,,112000,,,,,115000,,,,,122000,,,,,125000,,,,,120000,,,,,111000,,,,,101000,,,,,93200,,,,,90300,,,,,91000,,,,,91000,,,,,88600,,,,,84900,,,,,81300,,,,,78900,,,,,78200,,,,,78200
Mauritania,88200,,,,,103000,,,,,118000,,,,,135000,,,,,154000,,,,,176000,,,,,197000,,,,,219000,,,,,244000,,,,,278000,,,,,335000,,,,,407000,,,,,496000,,,,,609000,,,,,734000,,,,,873000,,,,,1020000,,,,,1180000,,,,,1350000,,,,,1520000,,,,,1720000,,,,,1940000,,,,,2170000,,,,,2400000,,,,,2610000,,,,,2810000,,,,,3010000,,,,,3210000,,,,,3400000,,,,,3580000,,,,,3740000
Mauritius,62100,,,,,70900,,,,,81900,,,,,93900,,,,,109000,,,,,131000,,,,,146000,,,,,163000,,,,,191000,,,,,224000,,,,,266000,,,,,317000,,,,,341000,,,,,346000,,,,,358000,,,,,346000,,,,,344000,,,,,360000,,,,,354000,,,,,361000,,,,,352000,,,,,321000,,,,,295000,,,,,269000,,,,,257000,,,,,254000,,,,,249000,,,,,240000,,,,,228000,,,,,218000,,,,,211000
Mexico,4010000,,,,,4530000,,,,,4970000,,,,,5680000,,,,,6570000,,,,,7510000,,,,,8530000,,,,,9670000,,,,,11000000,,,,,13100000,,,,,15600000,,,,,18300000,,,,,22000000,,,,,26500000,,,,,30600000,,,,,34100000,,,,,37200000,,,,,39100000,,,,,41100000,,,,,42700000,,,,,43400000,,,,,43600000,,,,,43200000,,,,,42600000,,,,,41700000,,,,,40300000,,,,,38800000,,,,,37400000,,,,,36200000,,,,,35100000,,,,,34000000
"Micronesia, Fed. Sts.",4800,,,,,5380,,,,,6090,,,,,6910,,,,,7880,,,,,8300,,,,,8090,,,,,9140,,,,,10300,,,,,13200,,,,,15200,,,,,16500,,,,,16200,,,,,14300,,,,,13500,,,,,15600,,,,,19400,,,,,25000,,,,,30300,,,,,32500,,,,,32800,,,,,31800,,,,,31000,,,,,31200,,,,,32300,,,,,33100,,,,,32500,,,,,30800,,,,,29100,,,,,28100,,,,,27700
Moldova,457000,,,,,554000,,,,,590000,,,,,662000,,,,,753000,,,,,815000,,,,,926000,,,,,903000,,,,,895000,,,,,965000,,,,,1020000,,,,,1110000,,,,,1140000,,,,,1090000,,,,,1080000,,,,,1110000,,,,,1270000,,,,,1320000,,,,,1250000,,,,,1090000,,,,,894000,,,,,791000,,,,,749000,,,,,723000,,,,,669000,,,,,600000,,,,,550000,,,,,521000,,,,,504000,,,,,490000,,,,,470000
Mongolia,170000,,,,,174000,,,,,184000,,,,,194000,,,,,202000,,,,,220000,,,,,235000,,,,,253000,,,,,272000,,,,,283000,,,,,332000,,,,,432000,,,,,538000,,,,,644000,,,,,732000,,,,,808000,,,,,919000,,,,,967000,,,,,955000,,,,,911000,,,,,883000,,,,,969000,,,,,1070000,,,,,1160000,,,,,1170000,,,,,1100000,,,,,1070000,,,,,1070000,,,,,1110000,,,,,1140000,,,,,1140000
Montenegro,67800,,,,,72500,,,,,73800,,,,,80900,,,,,85700,,,,,101000,,,,,121000,,,,,132000,,,,,133000,,,,,144000,,,,,154000,,,,,165000,,,,,171000,,,,,166000,,,,,164000,,,,,165000,,,,,167000,,,,,168000,,,,,165000,,,,,157000,,,,,152000,,,,,146000,,,,,139000,,,,,133000,,,,,126000,,,,,120000,,,,,116000,,,,,112000,,,,,108000,,,,,104000,,,,,101000
Morocco,1360000,,,,,1430000,,,,,1540000,,,,,1780000,,,,,2190000,,,,,2600000,,,,,2920000,,,,,3030000,,,,,3040000,,,,,3630000,,,,,4530000,,,,,5690000,,,,,6770000,,,,,7530000,,,,,8210000,,,,,9070000,,,,,9960000,,,,,10800000,,,,,11100000,,,,,11200000,,,,,11200000,,,,,11400000,,,,,11700000,,,,,11900000,,,,,11800000,,,,,11400000,,,,,11000000,,,,,10700000,,,,,10500000,,,,,10300000,,,,,10000000
Mozambique,905000,,,,,977000,,,,,1060000,,,,,1160000,,,,,1280000,,,,,1410000,,,,,1570000,,,,,1690000,,,,,1640000,,,,,2030000,,,,,2270000,,,,,2530000,,,,,2850000,,,,,3290000,,,,,3890000,,,,,4660000,,,,,5570000,,,,,6670000,,,,,8030000,,,,,9670000,,,,,11500000,,,,,13500000,,,,,15600000,,,,,17600000,,,,,19800000,,,,,22100000,,,,,24400000,,,,,26500000,,,,,28500000,,,,,30300000,,,,,32000000
