country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Ethiopia,5020000,,,,,5570000,,,,,6230000,,,,,7030000,,,,,7970000,,,,,8930000,,,,,9480000,,,,,10600000,,,,,12300000,,,,,14700000,,,,,17100000,,,,,20400000,,,,,24000000,,,,,29000000,,,,,35100000,,,,,41100000,,,,,46600000,,,,,51300000,,,,,55000000,,,,,58200000,,,,,61200000,,,,,63500000,,,,,64900000,,,,,65600000,,,,,65800000,,,,,65600000,,,,,65100000,,,,,64200000,,,,,63000000,,,,,61600000,,,,,60200000
Fiji,80000,,,,,91000,,,,,103000,,,,,123000,,,,,147000,,,,,171000,,,,,195000,,,,,230000,,,,,234000,,,,,247000,,,,,249000,,,,,259000,,,,,275000,,,,,281000,,,,,281000,,,,,278000,,,,,286000,,,,,291000,,,,,295000,,,,,293000,,,,,283000,,,,,273000,,,,,264000,,,,,257000,,,,,249000,,,,,239000,,,,,228000,,,,,218000,,,,,209000,,,,,200000,,,,,193000
Finland,1190000,,,,,1180000,,,,,1210000,,,,,1220000,,,,,1340000,,,,,1490000,,,,,1550000,,,,,1620000,,,,,1520000,,,,,1430000,,,,,1370000,,,,,1330000,,,,,1320000,,,,,1390000,,,,,1380000,,,,,1350000,,,,,1350000,,,,,1330000,,,,,1340000,,,,,1370000,,,,,1370000,,,,,1360000,,,,,1350000,,,,,1350000,,,,,1350000,,,,,1350000,,,,,1350000,,,,,1340000,,,,,1330000,,,,,1320000,,,,,1310000
France,11400000,,,,,11600000,,,,,12900000,,,,,12600000,,,,,13600000,,,,,14700000,,,,,15800000,,,,,17200000,,,,,17200000,,,,,17100000,,,,,16700000,,,,,16400000,,,,,16200000,,,,,15600000,,,,,15700000,,,,,15800000,,,,,16000000,,,,,16300000,,,,,16300000,,,,,16200000,,,,,16000000,,,,,16000000,,,,,16100000,,,,,16200000,,,,,16300000,,,,,16200000,,,,,16100000,,,,,16000000,,,,,16000000,,,,,16000000,,,,,15900000
Gabon,140000,,,,,142000,,,,,144000,,,,,153000,,,,,163000,,,,,167000,,,,,178000,,,,,199000,,,,,234000,,,,,278000,,,,,334000,,,,,412000,,,,,522000,,,,,636000,,,,,680000,,,,,715000,,,,,768000,,,,,852000,,,,,945000,,,,,1030000,,,,,1090000,,,,,1120000,,,,,1150000,,,,,1180000,,,,,1220000,,,,,1260000,,,,,1270000,,,,,1280000,,,,,1280000,,,,,1270000,,,,,1270000
Gambia,78900,,,,,93100,,,,,122000,,,,,127000,,,,,145000,,,,,158000,,,,,182000,,,,,203000,,,,,273000,,,,,301000,,,,,349000,,,,,411000,,,,,476000,,,,,560000,,,,,656000,,,,,771000,,,,,908000,,,,,1060000,,,,,1210000,,,,,1360000,,,,,1500000,,,,,1620000,,,,,1740000,,,,,1830000,,,,,1910000,,,,,1960000,,,,,2000000,,,,,2020000,,,,,2030000,,,,,2040000,,,,,2030000
Georgia,1020000,,,,,1120000,,,,,1340000,,,,,1380000,,,,,1330000,,,,,1350000,,,,,1360000,,,,,1550000,,,,,1650000,,,,,1500000,,,,,1360000,,,,,1270000,,,,,1210000,,,,,1110000,,,,,1040000,,,,,948000,,,,,888000,,,,,870000,,,,,877000,,,,,883000,,,,,837000,,,,,764000,,,,,720000,,,,,702000,,,,,694000,,,,,677000,,,,,646000,,,,,610000,,,,,581000,,,,,563000,,,,,551000
Germany,18600000,,,,,18400000,,,,,20900000,,,,,21500000,,,,,21800000,,,,,22200000,,,,,21800000,,,,,23000000,,,,,25100000,,,,,25200000,,,,,23300000,,,,,21400000,,,,,19500000,,,,,19600000,,,,,20000000,,,,,19200000,,,,,17800000,,,,,16900000,,,,,16500000,,,,,16600000,,,,,16700000,,,,,16600000,,,,,16200000,,,,,15800000,,,,,15400000,,,,,15300000,,,,,15300000,,,,,15300000,,,,,15100000,,,,,14800000,,,,,14500000
Ghana,1380000,,,,,1580000,,,,,1850000,,,,,2130000,,,,,2370000,,,,,2630000,,,,,2870000,,,,,3440000,,,,,4050000,,,,,4820000,,,,,5570000,,,,,6440000,,,,,7450000,,,,,8450000,,,,,9440000,,,,,10400000,,,,,11500000,,,,,12800000,,,,,14000000,,,,,15100000,,,,,16000000,,,,,16700000,,,,,17500000,,,,,18300000,,,,,19100000,,,,,19800000,,,,,20200000,,,,,20600000,,,,,20800000,,,,,21000000,,,,,21100000
Greece,2320000,,,,,2540000,,,,,2700000,,,,,2610000,,,,,2370000,,,,,2370000,,,,,2570000,,,,,2790000,,,,,2980000,,,,,3300000,,,,,3450000,,,,,3440000,,,,,3240000,,,,,2840000,,,,,2550000,,,,,2340000,,,,,2320000,,,,,2270000,,,,,2160000,,,,,2020000,,,,,1850000,,,,,1750000,,,,,1720000,,,,,1720000,,,,,1700000,,,,,1650000,,,,,1590000,,,,,1530000,,,,,1490000,,,,,1480000,,,,,1470000
Grenada,16700,,,,,18300,,,,,19800,,,,,19300,,,,,17900,,,,,20200,,,,,21300,,,,,29900,,,,,25800,,,,,28400,,,,,29200,,,,,31200,,,,,35900,,,,,37900,,,,,38100,,,,,35600,,,,,32400,,,,,31400,,,,,31100,,,,,30800,,,,,28900,,,,,26200,,,,,23700,,,,,22000,,,,,20900,,,,,19900,,,,,18500,,,,,16900,,,,,15400,,,,,14300,,,,,13600
Guatemala,906000,,,,,1040000,,,,,1170000,,,,,1290000,,,,,1440000,,,,,1650000,,,,,1860000,,,,,2100000,,,,,2410000,,,,,2720000,,,,,3140000,,,,,3720000,,,,,4410000,,,,,5200000,,,,,5940000,,,,,6610000,,,,,7100000,,,,,7420000,,,,,7650000,,,,,7800000,,,,,8000000,,,,,8120000,,,,,8140000,,,,,8090000,,,,,8000000,,,,,7890000,,,,,7760000,,,,,7610000,,,,,7450000,,,,,7280000,,,,,7110000
Guinea,912000,,,,,961000,,,,,1010000,,,,,1080000,,,,,1140000,,,,,1210000,,,,,1260000,,,,,1410000,,,,,1650000,,,,,2090000,,,,,2330000,,,,,2600000,,,,,2970000,,,,,3430000,,,,,4000000,,,,,4650000,,,,,5360000,,,,,6110000,,,,,6890000,,,,,7680000,,,,,8440000,,,,,9190000,,,,,9890000,,,,,10500000,,,,,11100000,,,,,11700000,,,,,12100000,,,,,12500000,,,,,12800000,,,,,13100000,,,,,13300000
Guinea-Bissau,172000,,,,,171000,,,,,170000,,,,,175000,,,,,189000,,,,,214000,,,,,226000,,,,,247000,,,,,270000,,,,,296000,,,,,325000,,,,,384000,,,,,457000,,,,,534000,,,,,610000,,,,,680000,,,,,762000,,,,,856000,,,,,957000,,,,,1060000,,,,,1140000,,,,,1210000,,,,,1280000,,,,,1360000,,,,,1430000,,,,,1490000,,,,,1540000,,,,,1580000,,,,,1610000,,,,,1640000,,,,,1660000
Guyana,114000,,,,,127000,,,,,142000,,,,,155000,,,,,163000,,,,,191000,,,,,217000,,,,,236000,,,,,248000,,,,,249000,,,,,247000,,,,,220000,,,,,216000,,,,,228000,,,,,242000,,,,,256000,,,,,268000,,,,,259000,,,,,248000,,,,,240000,,,,,236000,,,,,227000,,,,,216000,,,,,204000,,,,,193000,,,,,183000,,,,,173000,,,,,163000,,,,,153000,,,,,144000,,,,,136000
Haiti,939000,,,,,996000,,,,,1080000,,,,,1180000,,,,,1270000,,,,,1410000,,,,,1560000,,,,,1740000,,,,,1960000,,,,,2140000,,,,,2390000,,,,,2760000,,,,,3150000,,,,,3530000,,,,,3820000,,,,,3940000,,,,,4050000,,,,,4120000,,,,,4170000,,,,,4180000,,,,,4150000,,,,,4090000,,,,,4010000,,,,,3920000,,,,,3810000,,,,,3690000,,,,,3570000,,,,,3450000,,,,,3330000,,,,,3210000,,,,,3100000
Honduras,418000,,,,,472000,,,,,536000,,,,,591000,,,,,667000,,,,,786000,,,,,940000,,,,,1130000,,,,,1350000,,,,,1590000,,,,,1890000,,,,,2240000,,,,,2610000,,,,,3000000,,,,,3350000,,,,,3620000,,,,,3790000,,,,,3810000,,,,,3800000,,,,,3760000,,,,,3730000,,,,,3710000,,,,,3650000,,,,,3550000,,,,,3430000,,,,,3320000,,,,,3230000,,,,,3140000,,,,,3050000,,,,,2960000,,,,,2870000
Hungary,2790000,,,,,2790000,,,,,2930000,,,,,2880000,,,,,2910000,,,,,3080000,,,,,3200000,,,,,3030000,,,,,2910000,,,,,2820000,,,,,2900000,,,,,2980000,,,,,2850000,,,,,2700000,,,,,2410000,,,,,2260000,,,,,2150000,,,,,1980000,,,,,1900000,,,,,1850000,,,,,1780000,,,,,1730000,,,,,1670000,,,,,1610000,,,,,1560000,,,,,1530000,,,,,1490000,,,,,1460000,,,,,1420000,,,,,1390000,,,,,1350000
Iceland,42300,,,,,44700,,,,,46200,,,,,48800,,,,,53300,,,,,60800,,,,,69700,,,,,78400,,,,,82600,,,,,83400,,,,,83500,,,,,84300,,,,,92100,,,,,93600,,,,,94700,,,,,93600,,,,,94600,,,,,92600,,,,,93100,,,,,93800,,,,,92000,,,,,90300,,,,,88700,,,,,87300,,,,,86300,,,,,85300,,,,,84100,,,,,82500,,,,,80900,,,,,79500,,,,,78300
India,115000000,,,,,122000000,,,,,131000000,,,,,140000000,,,,,152000000,,,,,175000000,,,,,201000000,,,,,232000000,,,,,265000000,,,,,293000000,,,,,325000000,,,,,360000000,,,,,395000000,,,,,426000000,,,,,453000000,,,,,471000000,,,,,482000000,,,,,483000000,,,,,479000000,,,,,472000000,,,,,463000000,,,,,456000000,,,,,445000000,,,,,431000000,,,,,416000000,,,,,402000000,,,,,390000000,,,,,378000000,,,,,366000000,,,,,354000000,,,,,342000000
Indonesia,20100000,,,,,22800000,,,,,26100000,,,,,29000000,,,,,31300000,,,,,34700000,,,,,40300000,,,,,47800000,,,,,57000000,,,,,65700000,,,,,72800000,,,,,77000000,,,,,81400000,,,,,83700000,,,,,85500000,,,,,87100000,,,,,88800000,,,,,91000000,,,,,92100000,,,,,91500000,,,,,90500000,,,,,88400000,,,,,86700000,,,,,85200000,,,,,83600000,,,,,81700000,,,,,79600000,,,,,77400000,,,,,75500000,,,,,73700000,,,,,72100000
Iran,5000000,,,,,5710000,,,,,6300000,,,,,6530000,,,,,7120000,,,,,8460000,,,,,10400000,,,,,12700000,,,,,15200000,,,,,16900000,,,,,20500000,,,,,25900000,,,,,30200000,,,,,32200000,,,,,30600000,,,,,26800000,,,,,23900000,,,,,23600000,,,,,24300000,,,,,24100000,,,,,22200000,,,,,19700000,,,,,18100000,,,,,17600000,,,,,17800000,,,,,17600000,,,,,16900000,,,,,15800000,,,,,14900000,,,,,14500000,,,,,14400000
Iraq,1700000,,,,,1760000,,,,,1890000,,,,,2120000,,,,,2360000,,,,,2920000,,,,,3400000,,,,,3850000,,,,,4520000,,,,,5500000,,,,,6930000,,,,,8240000,,,,,9260000,,,,,10800000,,,,,12400000,,,,,14000000,,,,,15900000,,,,,18100000,,,,,20300000,,,,,22600000,,,,,24900000,,,,,27000000,,,,,29200000,,,,,31400000,,,,,33600000,,,,,35700000,,,,,37500000,,,,,39200000,,,,,40800000,,,,,42200000,,,,,43400000
Ireland,785000,,,,,730000,,,,,633000,,,,,628000,,,,,701000,,,,,843000,,,,,966000,,,,,1050000,,,,,1010000,,,,,1070000,,,,,1200000,,,,,1380000,,,,,1490000,,,,,1300000,,,,,1200000,,,,,1170000,,,,,1260000,,,,,1370000,,,,,1440000,,,,,1430000,,,,,1370000,,,,,1320000,,,,,1330000,,,,,1370000,,,,,1410000,,,,,1420000,,,,,1400000,,,,,1370000,,,,,1360000,,,,,1360000,,,,,1380000
Israel,420000,,,,,489000,,,,,565000,,,,,626000,,,,,748000,,,,,944000,,,,,1090000,,,,,1220000,,,,,1320000,,,,,1540000,,,,,1740000,,,,,1930000,,,,,2160000,,,,,2240000,,,,,2340000,,,,,2480000,,,,,2680000,,,,,2950000,,,,,3160000,,,,,3310000,,,,,3410000,,,,,3460000,,,,,3560000,,,,,3680000,,,,,3800000,,,,,3880000,,,,,3900000,,,,,3890000,,,,,3880000,,,,,3870000,,,,,3880000
Italy,14000000,,,,,14200000,,,,,15100000,,,,,14800000,,,,,15000000,,,,,15100000,,,,,15400000,,,,,16600000,,,,,17100000,,,,,17500000,,,,,17100000,,,,,16300000,,,,,14900000,,,,,13300000,,,,,12300000,,,,,12000000,,,,,12000000,,,,,11800000,,,,,11500000,,,,,11100000,,,,,10700000,,,,,10600000,,,,,10500000,,,,,10500000,,,,,10500000,,,,,10300000,,,,,10100000,,,,,9960000,,,,,9850000,,,,,9780000,,,,,9710000
Jamaica,432000,,,,,449000,,,,,423000,,,,,412000,,,,,402000,,,,,426000,,,,,561000,,,,,668000,,,,,743000,,,,,809000,,,,,830000,,,,,828000,,,,,861000,,,,,915000,,,,,941000,,,,,908000,,,,,840000,,,,,754000,,,,,698000,,,,,667000,,,,,633000,,,,,600000,,,,,533000,,,,,473000,,,,,428000,,,,,394000,,,,,366000,,,,,336000,,,,,303000,,,,,270000,,,,,242000
Japan,24200000,,,,,27200000,,,,,30300000,,,,,33300000,,,,,36800000,,,,,38100000,,,,,37400000,,,,,36300000,,,,,34200000,,,,,35000000,,,,,35400000,,,,,34800000,,,,,32800000,,,,,29000000,,,,,26600000,,,,,24800000,,,,,23700000,,,,,23000000,,,,,22200000,,,,,21500000,,,,,20700000,,,,,20000000,,,,,19500000,,,,,19100000,,,,,18800000,,,,,18400000,,,,,18000000,,,,,17600000,,,,,17200000,,,,,16900000,,,,,16600000
Jordan,112000,,,,,173000,,,,,254000,,,,,323000,,,,,476000,,,,,541000,,,,,548000,,,,,715000,,,,,943000,,,,,1460000,,,,,1660000,,,,,1900000,,,,,2340000,,,,,2910000,,,,,3210000,,,,,3280000,,,,,3430000,,,,,3690000,,,,,3940000,,,,,4140000,,,,,4250000,,,,,4300000,,,,,4360000,,,,,4410000,,,,,4440000,,,,,4410000,,,,,4340000,,,,,4250000,,,,,4160000,,,,,4090000,,,,,4010000
Kazakhstan,1920000,,,,,2200000,,,,,3180000,,,,,3570000,,,,,3630000,,,,,4120000,,,,,4360000,,,,,5120000,,,,,5380000,,,,,5080000,,,,,4720000,,,,,4980000,,,,,5470000,,,,,5800000,,,,,5660000,,,,,5390000,,,,,5310000,,,,,5790000,,,,,6460000,,,,,6950000,,,,,6880000,,,,,6470000,,,,,6320000,,,,,6420000,,,,,6620000,,,,,6710000,,,,,6630000,,,,,6430000,,,,,6230000,,,,,6120000,,,,,6100000
Kenya,1680000,,,,,1890000,,,,,2080000,,,,,2260000,,,,,2600000,,,,,3140000,,,,,3920000,,,,,4960000,,,,,6120000,,,,,7550000,,,,,9010000,,,,,10800000,,,,,12800000,,,,,14800000,,,,,16800000,,,,,19000000,,,,,21300000,,,,,23800000,,,,,25900000,,,,,27800000,,,,,29500000,,,,,31200000,,,,,32800000,,,,,34100000,,,,,35200000,,,,,35900000,,,,,36400000,,,,,36800000,,,,,36900000,,,,,36800000,,,,,36500000
Kiribati,9870,,,,,11000,,,,,11800,,,,,11400,,,,,12300,,,,,14200,,,,,16300,,,,,19000,,,,,22800,,,,,23300,,,,,24500,,,,,27300,,,,,31100,,,,,34600,,,,,38400,,,,,39600,,,,,42100,,,,,45400,,,,,48400,,,,,52800,,,,,54400,,,,,55200,,,,,56300,,,,,58200,,,,,60700,,,,,63100,,,,,64500,,,,,64700,,,,,64600,,,,,64800,,,,,65500
Kuwait,55700,,,,,70500,,,,,115000,,,,,188000,,,,,259000,,,,,329000,,,,,482000,,,,,657000,,,,,826000,,,,,700000,,,,,823000,,,,,1000000,,,,,1360000,,,,,1600000,,,,,1590000,,,,,1570000,,,,,1630000,,,,,1690000,,,,,1710000,,,,,1740000,,,,,1730000,,,,,1700000,,,,,1670000,,,,,1670000,,,,,1680000,,,,,1670000,,,,,1660000,,,,,1630000,,,,,1600000,,,,,1570000,,,,,1560000
Kyrgyz Republic,493000,,,,,552000,,,,,670000,,,,,706000,,,,,712000,,,,,800000,,,,,947000,,,,,1200000,,,,,1350000,,,,,1400000,,,,,1520000,,,,,1620000,,,,,1780000,,,,,1940000,,,,,2020000,,,,,2000000,,,,,1950000,,,,,2100000,,,,,2270000,,,,,2440000,,,,,2460000,,,,,2350000,,,,,2310000,,,,,2320000,,,,,2360000,,,,,2370000,,,,,2320000,,,,,2240000,,,,,2180000,,,,,2130000,,,,,2100000
Lao,514000,,,,,553000,,,,,597000,,,,,653000,,,,,732000,,,,,843000,,,,,824000,,,,,959000,,,,,1160000,,,,,1340000,,,,,1490000,,,,,1660000,,,,,1950000,,,,,2220000,,,,,2450000,,,,,2580000,,,,,2670000,,,,,2700000,,,,,2730000,,,,,2740000,,,,,2700000,,,,,2620000,,,,,2520000,,,,,2420000,,,,,2310000,,,,,2210000,,,,,2110000,,,,,2010000,,,,,1920000,,,,,1850000,,,,,1770000
Latvia,536000,,,,,582000,,,,,679000,,,,,721000,,,,,720000,,,,,729000,,,,,731000,,,,,750000,,,,,776000,,,,,708000,,,,,661000,,,,,629000,,,,,605000,,,,,538000,,,,,461000,,,,,401000,,,,,364000,,,,,348000,,,,,366000,,,,,366000,,,,,340000,,,,,314000,,,,,296000,,,,,289000,,,,,289000,,,,,289000,,,,,283000,,,,,269000,,,,,257000,,,,,249000,,,,,246000
Lebanon,371000,,,,,415000,,,,,487000,,,,,533000,,,,,570000,,,,,684000,,,,,708000,,,,,769000,,,,,801000,,,,,981000,,,,,1080000,,,,,1240000,,,,,1400000,,,,,2000000,,,,,2110000,,,,,1870000,,,,,1560000,,,,,1330000,,,,,1210000,,,,,1170000,,,,,1220000,,,,,1220000,,,,,1180000,,,,,1090000,,,,,1010000,,,,,962000,,,,,957000,,,,,957000,,,,,936000,,,,,893000,,,,,846000
Lesotho,202000,,,,,205000,,,,,213000,,,,,228000,,,,,256000,,,,,284000,,,,,335000,,,,,377000,,,,,420000,,,,,487000,,,,,524000,,,,,576000,,,,,644000,,,,,741000,,,,,823000,,,,,862000,,,,,885000,,,,,924000,,,,,964000,,,,,1010000,,,,,1050000,,,,,1060000,,,,,1070000,,,,,1070000,,,,,1080000,,,,,1070000,,,,,1060000,,,,,1050000,,,,,1030000,,,,,1010000,,,,,990000
Liberia,272000,,,,,297000,,,,,329000,,,,,364000,,,,,394000,,,,,440000,,,,,499000,,,,,571000,,,,,557000,,,,,567000,,,,,808000,,,,,931000,,,,,1130000,,,,,1290000,,,,,1480000,,,,,1710000,,,,,1980000,,,,,2250000,,,,,2520000,,,,,2780000,,,,,3040000,,,,,3300000,,,,,3570000,,,,,3810000,,,,,4030000,,,,,4230000,,,,,4400000,,,,,4560000,,,,,4700000,,,,,4810000,,,,,4890000
Libya,318000,,,,,351000,,,,,414000,,,,,481000,,,,,551000,,,,,657000,,,,,798000,,,,,1040000,,,,,1280000,,,,,1560000,,,,,1890000,,,,,2240000,,,,,2420000,,,,,2240000,,,,,2200000,,,,,2170000,,,,,2180000,,,,,2260000,,,,,2310000,,,,,2300000,,,,,2220000,,,,,2100000,,,,,2010000,,,,,1960000,,,,,1930000,,,,,1910000,,,,,1860000,,,,,1800000,,,,,1730000,,,,,1680000,,,,,1650000
Lithuania,694000,,,,,758000,,,,,884000,,,,,933000,,,,,919000,,,,,936000,,,,,992000,,,,,1070000,,,,,1120000,,,,,1100000,,,,,1020000,,,,,926000,,,,,849000,,,,,761000,,,,,730000,,,,,680000,,,,,619000,,,,,563000,,,,,546000,,,,,560000,,,,,560000,,,,,536000,,,,,506000,,,,,480000,,,,,467000,,,,,467000,,,,,466000,,,,,456000,,,,,439000,,,,,422000,,,,,411000
Luxembourg,89000,,,,,90000,,,,,91400,,,,,93600,,,,,92500,,,,,101000,,,,,111000,,,,,117000,,,,,124000,,,,,129000,,,,,132000,,,,,128000,,,,,143000,,,,,163000,,,,,171000,,,,,175000,,,,,177000,,,,,180000,,,,,185000,,,,,191000,,,,,199000,,,,,205000,,,,,209000,,,,,211000,,,,,214000,,,,,217000,,,,,220000,,,,,223000,,,,,225000,,,,,226000,,,,,225000
"Macedonia, FYR",359000,,,,,407000,,,,,455000,,,,,479000,,,,,521000,,,,,569000,,,,,617000,,,,,649000,,,,,651000,,,,,606000,,,,,616000,,,,,628000,,,,,636000,,,,,638000,,,,,609000,,,,,562000,,,,,509000,,,,,469000,,,,,453000,,,,,442000,,,,,434000,,,,,416000,,,,,393000,,,,,374000,,,,,361000,,,,,354000,,,,,347000,,,,,338000,,,,,326000,,,,,314000,,,,,305000
Madagascar,1160000,,,,,1270000,,,,,1400000,,,,,1500000,,,,,1630000,,,,,1890000,,,,,2230000,,,,,2670000,,,,,3190000,,,,,3730000,,,,,4400000,,,,,5140000,,,,,5990000,,,,,7020000,,,,,8270000,,,,,9640000,,,,,11000000,,,,,12400000,,,,,13700000,,,,,15200000,,,,,16600000,,,,,18100000,,,,,19500000,,,,,20700000,,,,,21900000,,,,,23000000,,,,,24100000,,,,,25000000,,,,,25700000,,,,,26300000,,,,,26800000
Malawi,802000,,,,,892000,,,,,981000,,,,,1110000,,,,,1280000,,,,,1430000,,,,,1630000,,,,,1880000,,,,,2590000,,,,,2660000,,,,,3070000,,,,,3550000,,,,,4280000,,,,,5170000,,,,,6130000,,,,,7200000,,,,,8380000,,,,,9510000,,,,,10700000,,,,,11900000,,,,,13100000,,,,,14300000,,,,,15400000,,,,,16400000,,,,,17300000,,,,,18100000,,,,,18800000,,,,,19400000,,,,,19900000,,,,,20200000,,,,,20500000
Malaysia,1700000,,,,,1880000,,,,,2140000,,,,,2390000,,,,,2810000,,,,,3430000,,,,,4050000,,,,,4900000,,,,,5800000,,,,,6570000,,,,,7460000,,,,,8480000,,,,,9540000,,,,,11000000,,,,,11900000,,,,,11900000,,,,,11500000,,,,,11000000,,,,,10800000,,,,,10900000,,,,,11100000,,,,,11100000,,,,,10700000,,,,,10300000,,,,,9980000,,,,,9840000,,,,,9780000,,,,,9690000,,,,,9490000,,,,,9210000,,,,,8950000
Maldives,21200,,,,,25100,,,,,29300,,,,,32500,,,,,31400,,,,,33400,,,,,37100,,,,,45400,,,,,55700,,,,,67500,,,,,79700,,,,,112000,,,,,149000,,,,,186000,,,,,198000,,,,,185000,,,,,161000,,,,,148000,,,,,148000,,,,,152000,,,,,148000,,,,,137000,,,,,127000,,,,,122000,,,,,121000,,,,,121000,,,,,118000,,,,,112000,,,,,106000,,,,,102000,,,,,101000
Mali,1460000,,,,,1460000,,,,,1470000,,,,,1520000,,,,,1590000,,,,,1740000,,,,,1890000,,,,,2020000,,,,,2090000,,,,,2420000,,,,,2890000,,,,,3490000,,,,,4100000,,,,,4640000,,,,,5370000,,,,,6390000,,,,,7750000,,,,,9250000,,,,,10800000,,,,,12400000,,,,,13900000,,,,,15500000,,,,,17100000,,,,,18600000,,,,,19800000,,,,,20900000,,,,,21800000,,,,,22600000,,,,,23200000,,,,,23700000,,,,,24000000
Malta,85000,,,,,74600,,,,,79500,,,,,81000,,,,,92700,,,,,99900,,,,,104000,,,,,115000,,,,,109000,,,,,108000,,,,,111000,,,,,111000,,,,,118000,,,,,123000,,,,,119000,,,,,110000,,,,,99800,,,,,92100,,,,,89100,,,,,89800,,,,,89900,,,,,87500,,,,,83900,,,,,80200,,,,,77900,,,,,77300,,,,,77300,,,,,76700,,,,,75100,,,,,72900,,,,,71000
Mauritania,194000,,,,,215000,,,,,239000,,,,,268000,,,,,300000,,,,,342000,,,,,403000,,,,,477000,,,,,557000,,,,,649000,,,,,779000,,,,,920000,,,,,1070000,,,,,1250000,,,,,1440000,,,,,1620000,,,,,1830000,,,,,2060000,,,,,2310000,,,,,2550000,,,,,2780000,,,,,2990000,,,,,3200000,,,,,3400000,,,,,3600000,,,,,3780000,,,,,3950000,,,,,4100000,,,,,4240000,,,,,4350000,,,,,4450000
Mauritius,134000,,,,,154000,,,,,176000,,,,,200000,,,,,229000,,,,,264000,,,,,310000,,,,,343000,,,,,371000,,,,,400000,,,,,406000,,,,,389000,,,,,378000,,,,,380000,,,,,372000,,,,,378000,,,,,369000,,,,,334000,,,,,306000,,,,,278000,,,,,265000,,,,,261000,,,,,255000,,,,,246000,,,,,233000,,,,,222000,,,,,214000,,,,,210000,,,,,207000,,,,,202000,,,,,196000
Mexico,7740000,,,,,8750000,,,,,9900000,,,,,11200000,,,,,12700000,,,,,15100000,,,,,18100000,,,,,21300000,,,,,25200000,,,,,29900000,,,,,33500000,,,,,36000000,,,,,39200000,,,,,41000000,,,,,43000000,,,,,44500000,,,,,45100000,,,,,45200000,,,,,44600000,,,,,43900000,,,,,42900000,,,,,41400000,,,,,39800000,,,,,38300000,,,,,36900000,,,,,35700000,,,,,34600000,,,,,33500000,,,,,32400000,,,,,31500000,,,,,30600000
"Micronesia, Fed. Sts.",9040,,,,,10200,,,,,11600,,,,,13200,,,,,15100,,,,,13700,,,,,18500,,,,,22900,,,,,27300,,,,,28900,,,,,29800,,,,,29300,,,,,29700,,,,,33700,,,,,38400,,,,,40100,,,,,40400,,,,,39300,,,,,38200,,,,,38100,,,,,38900,,,,,39300,,,,,38300,,,,,36300,,,,,34200,,,,,32700,,,,,32000,,,,,31400,,,,,30200,,,,,28400,,,,,26500
Moldova,740000,,,,,806000,,,,,963000,,,,,992000,,,,,990000,,,,,1100000,,,,,1200000,,,,,1330000,,,,,1350000,,,,,1290000,,,,,1220000,,,,,1290000,,,,,1360000,,,,,1420000,,,,,1350000,,,,,1180000,,,,,959000,,,,,844000,,,,,796000,,,,,767000,,,,,708000,,,,,633000,,,,,578000,,,,,546000,,,,,526000,,,,,510000,,,,,488000,,,,,461000,,,,,435000,,,,,416000,,,,,404000
Mongolia,231000,,,,,248000,,,,,262000,,,,,280000,,,,,299000,,,,,341000,,,,,406000,,,,,518000,,,,,648000,,,,,745000,,,,,828000,,,,,903000,,,,,1010000,,,,,1060000,,,,,1050000,,,,,999000,,,,,959000,,,,,1040000,,,,,1140000,,,,,1230000,,,,,1240000,,,,,1170000,,,,,1120000,,,,,1120000,,,,,1150000,,,,,1180000,,,,,1180000,,,,,1150000,,,,,1110000,,,,,1080000,,,,,1070000
Montenegro,99200,,,,,127000,,,,,154000,,,,,171000,,,,,153000,,,,,169000,,,,,181000,,,,,203000,,,,,196000,,,,,191000,,,,,176000,,,,,176000,,,,,177000,,,,,176000,,,,,172000,,,,,164000,,,,,159000,,,,,152000,,,,,145000,,,,,139000,,,,,131000,,,,,125000,,,,,120000,,,,,115000,,,,,111000,,,,,107000,,,,,103000,,,,,99800,,,,,96500,,,,,93700,,,,,91100
Morocco,2620000,,,,,3150000,,,,,3580000,,,,,3700000,,,,,3680000,,,,,4050000,,,,,4980000,,,,,6260000,,,,,7640000,,,,,8490000,,,,,9140000,,,,,9740000,,,,,10400000,,,,,11200000,,,,,11600000,,,,,11600000,,,,,11600000,,,,,11800000,,,,,12100000,,,,,12200000,,,,,12100000,,,,,11700000,,,,,11200000,,,,,10900000,,,,,10700000,,,,,10500000,,,,,10200000,,,,,9870000,,,,,9520000,,,,,9220000,,,,,8970000
